user_id,age,gender,join_date,plan,churn_date,user_email
1264,30,F,2020-08-28,basic,,1264@daum.net
1265,34,F,2021-10-20,standard,,1265@gmail.com
1266,33,M,2021-04-08,standard,,1266@gmail.com
1267,26,M,2025-11-19,basic,,1267@gmail.com
1268,41,M,2022-05-29,standard,,1268@naver.com
1269,41,M,2023-06-28,standard,,1269@daum.net
1270,40,F,2020-06-27,standard,,1270@gmail.com
1271,49,F,2025-07-29,basic,,1271@naver.com
1272,48,M,2023-11-08,basic,,1272@gmail.com
1273,30,M,2019-10-01,basic,,1273@daum.net
1274,38,M,2021-05-08,standard,,1274@daum.net
1275,28,F,2022-08-03,standard,,1275@daum.net
1276,34,M,2021-12-27,premium,,1276@daum.net
1277,28,M,2023-11-26,premium,2024-08-24,1277@naver.com
1278,50,F,2022-12-15,standard,2024-08-01,1278@daum.net
1279,38,F,2022-12-14,premium,,1279@gmail.com
1280,32,M,2021-09-03,basic,,1280@daum.net
1281,46,M,2024-12-26,standard,,1281@daum.net
1282,18,M,2023-12-22,standard,,1282@daum.net
1283,18,F,2024-01-03,standard,2024-09-29,1283@naver.com
1284,42,M,2023-08-27,standard,,1284@daum.net
1285,35,M,2023-09-19,basic,,1285@naver.com
1286,37,F,2024-05-14,premium,2024-06-24,1286@gmail.com
1287,21,M,2020-08-29,premium,,1287@daum.net
1288,34,M,2022-09-16,premium,,1288@gmail.com
1289,54,F,2019-12-06,standard,,1289@gmail.com
1290,42,M,2021-08-09,premium,,1290@naver.com
1291,36,F,2021-01-24,standard,,1291@gmail.com
1292,30,F,2020-06-04,standard,,1292@daum.net
1293,30,M,2022-11-18,standard,2024-06-21,1293@naver.com
1294,18,F,2022-02-05,premium,2024-12-20,1294@gmail.com
1295,37,F,2022-03-21,standard,,1295@daum.net
1296,42,F,2025-03-11,standard,,1296@naver.com
1297,18,F,2021-07-26,premium,,1297@gmail.com
1298,27,M,2019-11-10,basic,,1298@daum.net
1299,22,M,2024-08-11,standard,,1299@naver.com
1300,24,F,2020-07-11,basic,,1300@gmail.com
1301,35,M,2025-11-26,standard,,1301@daum.net
1302,18,M,2023-09-19,basic,,1302@naver.com
1303,40,M,2020-10-24,basic,,1303@daum.net
1304,42,M,2023-01-29,basic,,1304@daum.net
1305,31,F,2025-08-11,basic,,1305@naver.com
1306,18,F,2025-06-30,basic,,1306@daum.net
1307,24,F,2021-10-24,standard,,1307@gmail.com
1308,46,M,2019-03-17,basic,,1308@gmail.com
1309,18,M,2019-07-26,basic,,1309@naver.com
1310,31,F,2025-03-25,basic,,1310@daum.net
1311,22,M,2023-09-09,basic,,1311@naver.com
1312,42,F,2024-02-23,basic,,1312@naver.com
1313,27,F,2024-02-12,premium,,1313@daum.net
1314,38,M,2024-07-01,standard,,1314@daum.net
1315,40,M,2022-08-10,standard,,1315@daum.net
1316,52,F,2021-09-07,standard,2026-01-22,1316@gmail.com
1317,32,M,2020-09-01,basic,2025-02-16,1317@daum.net
1318,38,F,2021-03-06,standard,,1318@naver.com
1319,19,F,2024-04-27,premium,2024-12-11,1319@naver.com
1320,46,M,2019-02-07,basic,,1320@naver.com
1321,26,F,2020-01-12,basic,2025-10-13,1321@gmail.com
1322,28,M,2024-08-01,standard,,1322@gmail.com
1323,34,M,2023-08-07,basic,2025-10-29,1323@naver.com
1324,18,F,2020-02-23,basic,2024-05-31,1324@daum.net
1325,36,F,2019-04-05,standard,,1325@daum.net
1326,44,F,2020-08-08,standard,,1326@gmail.com
1327,37,F,2019-11-03,basic,,1327@daum.net
1328,18,F,2020-12-17,premium,,1328@gmail.com
1329,33,M,2024-11-27,basic,,1329@daum.net
1330,41,M,2025-03-02,basic,,1330@naver.com
1331,18,M,2021-01-12,standard,2024-09-03,1331@naver.com
1332,23,M,2021-01-15,standard,,1332@daum.net
1333,43,M,2024-11-10,standard,,1333@naver.com
1334,37,F,2022-01-07,standard,,1334@daum.net
1335,38,M,2020-07-07,standard,,1335@naver.com
1336,53,F,2024-04-19,premium,,1336@daum.net
1337,39,F,2022-06-24,standard,2024-07-03,1337@naver.com
1338,41,F,2025-04-29,standard,,1338@gmail.com
1339,61,M,2025-03-21,standard,,1339@daum.net
1340,32,F,2024-08-11,basic,,1340@naver.com
1341,26,F,2025-11-23,standard,,1341@naver.com
1342,38,M,2022-10-18,basic,,1342@gmail.com
1343,38,M,2022-11-18,standard,,1343@gmail.com
1344,29,M,2019-01-06,standard,,1344@naver.com
1345,24,F,2020-03-11,standard,,1345@gmail.com
1346,57,F,2020-02-13,basic,,1346@daum.net
1347,37,M,2025-07-14,standard,,1347@daum.net
1348,27,F,2020-10-18,standard,,1348@daum.net
1349,43,M,2023-05-31,premium,,1349@daum.net
1350,33,M,2021-12-07,standard,,1350@naver.com
1351,31,F,2024-06-04,basic,,1351@gmail.com
1352,40,F,2021-07-27,basic,,1352@naver.com
1353,21,F,2025-08-25,standard,,1353@naver.com
1354,38,M,2022-08-25,basic,,1354@daum.net
1355,53,M,2020-09-23,premium,,1355@gmail.com
1356,39,M,2021-12-03,standard,2024-11-19,1356@naver.com
1357,30,M,2021-08-03,standard,,1357@naver.com
1358,29,M,2024-02-24,standard,2024-10-10,1358@gmail.com
1359,30,F,2021-04-18,basic,,1359@gmail.com
1360,31,F,2019-05-16,standard,,1360@naver.com
1361,30,M,2024-07-23,standard,,1361@gmail.com
1362,43,M,2026-01-20,basic,,1362@gmail.com
1363,18,M,2020-10-11,standard,,1363@naver.com
1364,43,M,2024-12-23,standard,,1364@gmail.com
1365,30,F,2019-04-13,standard,,1365@naver.com
1366,38,M,2021-05-17,premium,,1366@gmail.com
1367,23,F,2019-01-31,basic,,1367@gmail.com
1368,47,M,2021-10-24,standard,,1368@naver.com
1369,46,M,2023-04-28,premium,,1369@daum.net
1370,44,F,2025-11-01,basic,,1370@naver.com
1371,19,M,2024-12-17,standard,,1371@daum.net
1372,42,M,2025-08-20,standard,,1372@naver.com
1373,38,F,2023-08-17,standard,,1373@naver.com
1374,18,M,2021-10-15,premium,,1374@naver.com
1375,34,M,2025-06-05,standard,,1375@daum.net
1376,38,M,2019-06-04,standard,,1376@daum.net
1377,40,M,2023-07-21,basic,2024-06-13,1377@daum.net
1378,36,F,2026-01-02,basic,,1378@daum.net
1379,37,M,2019-02-27,standard,,1379@naver.com
1380,49,F,2023-08-21,basic,,1380@naver.com
1381,46,F,2025-03-18,standard,,1381@daum.net
1382,18,M,2023-11-30,basic,,1382@gmail.com
1383,31,M,2025-12-02,basic,,1383@naver.com
1384,32,M,2020-12-12,standard,,1384@daum.net
1385,18,M,2023-07-13,standard,,1385@naver.com
1386,35,M,2024-10-21,basic,,1386@gmail.com
1387,46,F,2019-06-30,standard,,1387@naver.com
1388,23,M,2022-12-14,basic,,1388@gmail.com
1389,37,M,2019-06-22,basic,2024-12-17,1389@daum.net
1390,25,F,2022-05-02,premium,,1390@daum.net
1391,27,F,2024-10-14,premium,,1391@gmail.com
1392,49,M,2024-04-03,standard,2024-10-25,1392@naver.com
1393,29,M,2020-11-29,standard,,1393@daum.net
1394,39,F,2021-08-21,premium,2024-03-06,1394@daum.net
1395,18,M,2022-06-24,standard,2024-09-14,1395@gmail.com
1396,53,F,2022-01-17,basic,,1396@naver.com
1397,40,F,2023-03-22,basic,,1397@naver.com
1398,32,M,2023-08-17,basic,2024-07-01,1398@naver.com
1399,40,M,2021-12-06,standard,,1399@gmail.com
1400,20,M,2023-07-15,standard,,1400@gmail.com
1401,46,M,2023-09-04,basic,,1401@daum.net
1402,31,M,2025-11-20,basic,,1402@gmail.com
1403,32,F,2024-07-14,basic,2024-08-12,1403@gmail.com
1404,29,F,2022-12-28,standard,,1404@gmail.com
1405,28,F,2020-04-03,premium,,1405@gmail.com
1406,41,F,2021-04-11,standard,,1406@gmail.com
1407,37,F,2021-05-08,standard,2024-04-29,1407@naver.com
1408,41,M,2021-01-14,basic,2024-11-06,1408@daum.net
1409,34,M,2025-09-16,standard,,1409@gmail.com
1410,39,F,2022-10-15,standard,,1410@gmail.com
1411,30,F,2026-01-06,basic,,1411@gmail.com
1412,56,M,2019-11-06,standard,,1412@naver.com
1413,18,F,2024-01-21,premium,2024-03-09,1413@gmail.com
1414,47,M,2023-03-04,basic,,1414@daum.net
1415,48,M,2024-05-29,standard,,1415@naver.com
1416,25,F,2021-10-07,premium,,1416@daum.net
1417,56,M,2022-09-06,standard,,1417@naver.com
1418,44,F,2021-06-30,standard,,1418@naver.com
1419,44,F,2023-12-10,basic,2024-02-10,1419@daum.net
1420,34,F,2020-05-13,premium,,1420@naver.com
1421,32,M,2023-09-06,basic,2025-08-24,1421@daum.net
1422,32,F,2022-07-07,basic,2025-10-29,1422@daum.net
1423,38,M,2024-08-26,basic,,1423@naver.com
1424,48,F,2019-04-08,standard,,1424@daum.net
1425,36,M,2020-04-17,standard,,1425@gmail.com
1426,25,F,2023-04-22,premium,,1426@daum.net
1427,42,F,2021-08-26,standard,,1427@daum.net
1428,43,M,2021-01-09,premium,,1428@daum.net
1429,41,M,2025-08-13,standard,,1429@gmail.com
1430,41,M,2025-06-02,standard,,1430@daum.net
1431,31,F,2019-08-26,basic,,1431@naver.com
1432,25,F,2022-09-25,basic,2025-10-17,1432@gmail.com
1433,25,F,2023-09-24,standard,,1433@gmail.com
1434,18,F,2024-07-14,standard,,1434@naver.com
1435,36,M,2020-06-08,basic,,1435@gmail.com
1436,33,F,2025-01-13,standard,,1436@gmail.com
1437,30,M,2023-08-25,basic,,1437@naver.com
1438,18,F,2025-03-26,standard,,1438@naver.com
1439,22,M,2023-10-29,basic,,1439@gmail.com
1440,45,F,2025-03-04,basic,,1440@daum.net
1441,27,M,2019-03-19,basic,,1441@daum.net
1442,38,M,2020-08-06,premium,,1442@naver.com
1443,20,M,2022-10-10,standard,,1443@daum.net
1444,48,F,2021-02-24,basic,,1444@naver.com
1445,33,M,2020-05-27,basic,,1445@gmail.com
1446,37,M,2024-01-08,standard,,1446@gmail.com
1447,57,M,2026-01-15,basic,,1447@daum.net
1448,49,M,2022-10-24,premium,2025-05-06,1448@daum.net
1449,31,F,2023-04-25,standard,,1449@daum.net
1450,28,F,2023-04-28,premium,,1450@gmail.com
1451,31,F,2021-12-16,basic,,1451@gmail.com
1452,39,F,2023-10-22,premium,,1452@gmail.com
1453,33,M,2024-09-20,standard,,1453@gmail.com
1454,30,M,2019-10-23,standard,,1454@gmail.com
1455,49,F,2020-12-14,premium,,1455@naver.com
1456,33,F,2020-03-11,standard,,1456@gmail.com
1457,57,M,2024-08-14,basic,,1457@daum.net
1458,35,F,2023-07-10,standard,,1458@naver.com
1459,52,M,2023-10-06,standard,,1459@gmail.com
1460,38,M,2023-06-08,premium,,1460@naver.com
1461,44,M,2022-10-10,standard,,1461@daum.net
1462,27,F,2024-10-18,standard,,1462@gmail.com
1463,25,F,2020-02-12,basic,,1463@gmail.com
1464,39,F,2023-12-02,basic,,1464@gmail.com
1465,44,F,2024-12-01,standard,,1465@daum.net
1466,34,F,2020-06-21,standard,,1466@gmail.com
1467,21,M,2024-01-12,basic,,1467@naver.com
1468,20,F,2019-07-01,standard,,1468@naver.com
1469,20,M,2020-02-28,standard,,1469@daum.net
1470,18,M,2021-10-09,standard,,1470@gmail.com
1471,35,M,2026-02-02,basic,,1471@daum.net
1472,45,M,2021-08-19,basic,,1472@daum.net
1473,34,F,2022-01-15,standard,,1473@naver.com
1474,18,M,2024-06-10,premium,,1474@gmail.com
1475,32,M,2024-08-29,basic,,1475@daum.net
1476,32,F,2023-10-06,standard,,1476@gmail.com
1477,55,F,2019-03-20,standard,,1477@naver.com
1478,19,M,2025-03-09,standard,,1478@naver.com
1479,30,M,2020-11-06,standard,,1479@gmail.com
1480,51,M,2022-07-30,basic,2025-02-23,1480@naver.com
1481,38,F,2024-03-10,standard,,1481@gmail.com
1482,40,F,2021-01-17,standard,,1482@gmail.com
1483,35,M,2023-11-11,basic,,1483@gmail.com
1484,37,F,2022-07-30,standard,,1484@gmail.com
1485,42,F,2020-02-09,standard,2025-12-19,1485@naver.com
1486,26,F,2020-07-12,standard,,1486@daum.net
1487,43,M,2024-05-29,premium,,1487@gmail.com
1488,20,F,2019-06-06,standard,,1488@gmail.com
1489,37,F,2021-09-15,basic,,1489@gmail.com
1490,36,M,2022-07-18,premium,,1490@naver.com
1491,28,M,2021-09-21,basic,2025-05-27,1491@gmail.com
1492,34,M,2021-12-07,basic,,1492@naver.com
1493,28,M,2019-04-27,premium,2024-08-08,1493@gmail.com
1494,23,F,2019-03-25,premium,,1494@gmail.com
1495,30,F,2025-12-17,standard,,1495@naver.com
1496,23,M,2024-02-12,standard,,1496@naver.com
1497,37,F,2022-04-02,standard,2024-05-07,1497@naver.com
1498,22,M,2023-07-27,premium,,1498@daum.net
1499,41,F,2025-09-10,premium,,1499@naver.com
1500,22,M,2019-07-11,basic,,1500@daum.net
1501,28,F,2024-02-04,premium,,1501@naver.com
1502,28,F,2024-01-13,standard,2025-08-10,1502@gmail.com
1503,47,F,2025-08-10,basic,,1503@gmail.com
1504,37,F,2019-08-03,basic,2024-06-29,1504@gmail.com
1505,32,M,2022-08-09,basic,,1505@naver.com
1506,39,F,2022-09-02,premium,,1506@gmail.com
1507,18,F,2019-09-02,standard,,1507@daum.net
1508,34,M,2023-05-31,standard,,1508@naver.com
1509,54,F,2022-05-30,basic,,1509@daum.net
1510,35,M,2022-07-16,standard,,1510@daum.net
1511,35,M,2023-11-03,standard,,1511@naver.com
1512,39,F,2024-04-19,premium,,1512@gmail.com
1513,43,M,2023-09-12,standard,,1513@daum.net
1514,18,M,2021-09-25,standard,,1514@gmail.com
1515,18,M,2025-10-31,standard,,1515@gmail.com
1516,36,F,2020-07-05,standard,,1516@daum.net
1517,27,F,2021-05-30,premium,,1517@naver.com
1518,47,M,2022-06-13,standard,,1518@gmail.com
1519,31,F,2021-03-20,premium,,1519@naver.com
1520,18,F,2021-06-05,basic,2025-07-14,1520@naver.com
1521,21,F,2025-07-29,standard,,1521@daum.net
1522,18,F,2020-01-27,premium,,1522@daum.net
1523,32,F,2022-08-18,premium,2025-04-17,1523@gmail.com
1524,32,M,2022-05-05,standard,2024-10-14,1524@gmail.com
1525,30,M,2019-08-13,standard,,1525@naver.com
1526,45,F,2020-06-05,standard,2024-07-28,1526@gmail.com
1527,46,M,2020-12-07,basic,,1527@gmail.com
1528,32,M,2022-05-03,premium,,1528@gmail.com
1529,18,M,2021-12-14,basic,,1529@gmail.com
1530,40,M,2023-03-15,basic,,1530@daum.net
1531,40,F,2021-09-02,standard,,1531@gmail.com
1532,37,M,2024-07-18,standard,,1532@gmail.com
1533,44,F,2021-08-07,basic,,1533@daum.net
1534,22,F,2025-01-18,basic,,1534@gmail.com
1535,54,M,2024-12-29,premium,2025-12-10,1535@daum.net
1536,24,M,2023-09-27,standard,2025-11-05,1536@gmail.com
1537,41,M,2019-09-21,premium,,1537@gmail.com
1538,18,M,2025-05-03,basic,,1538@gmail.com
1539,25,M,2024-10-16,standard,,1539@daum.net
1540,49,F,2022-12-15,basic,,1540@naver.com
1541,31,M,2021-05-30,standard,,1541@naver.com
1542,42,M,2024-01-15,basic,,1542@gmail.com
1543,36,M,2023-05-14,basic,,1543@gmail.com
1544,33,M,2024-06-18,standard,,1544@naver.com
1545,48,M,2023-07-30,standard,,1545@gmail.com
1546,32,F,2024-11-06,standard,,1546@naver.com
1547,18,M,2025-11-10,standard,,1547@daum.net
1548,26,F,2024-05-01,standard,,1548@daum.net
1549,40,F,2021-04-03,standard,,1549@naver.com
1550,38,F,2025-05-26,standard,,1550@gmail.com
1551,18,F,2019-07-15,standard,2024-10-19,1551@gmail.com
1552,27,M,2022-05-09,premium,2024-06-23,1552@daum.net
1553,28,F,2019-06-05,basic,,1553@naver.com
1554,30,M,2025-10-05,standard,,1554@naver.com
1555,20,F,2022-10-31,premium,2024-03-08,1555@naver.com
1556,28,M,2021-11-02,premium,,1556@gmail.com
1557,27,F,2023-04-22,standard,,1557@daum.net
1558,42,F,2019-07-01,standard,,1558@daum.net
1559,42,F,2024-11-08,standard,,1559@daum.net
1560,33,M,2020-04-16,premium,,1560@daum.net
1561,30,F,2020-10-29,standard,,1561@gmail.com
1562,35,F,2022-12-16,basic,,1562@gmail.com
1563,26,M,2023-09-17,premium,,1563@gmail.com
1564,23,M,2019-02-07,standard,,1564@daum.net
1565,25,M,2023-02-13,basic,,1565@naver.com
1566,28,M,2020-02-12,basic,,1566@naver.com
1567,22,F,2024-02-04,standard,2024-03-26,1567@daum.net
1568,36,M,2021-08-26,standard,,1568@naver.com
1569,41,F,2022-06-24,standard,,1569@daum.net
1570,18,F,2023-06-05,basic,,1570@daum.net
1571,34,F,2020-02-10,basic,,1571@gmail.com
1572,32,F,2020-03-04,standard,,1572@naver.com
1573,37,F,2025-10-19,basic,,1573@daum.net
1574,34,M,2023-01-28,standard,,1574@daum.net
1575,19,M,2020-08-10,standard,,1575@gmail.com
1576,21,F,2023-09-14,basic,,1576@gmail.com
1577,34,F,2025-05-01,standard,,1577@naver.com
1578,44,M,2024-05-31,basic,,1578@daum.net
1579,18,F,2021-11-02,standard,2025-09-17,1579@gmail.com
1580,37,F,2023-09-07,standard,,1580@naver.com
1581,46,M,2025-05-08,standard,,1581@gmail.com
1582,32,F,2020-10-09,premium,,1582@gmail.com
1583,40,F,2024-08-08,basic,,1583@naver.com
1584,27,M,2026-01-27,standard,,1584@naver.com
1585,33,M,2021-06-13,basic,,1585@naver.com
1586,18,M,2025-04-19,premium,,1586@gmail.com
1587,18,F,2019-02-27,basic,,1587@daum.net
1588,43,M,2021-08-25,standard,,1588@gmail.com
1589,24,F,2020-12-17,basic,2024-10-28,1589@daum.net
1590,29,F,2019-03-17,standard,,1590@gmail.com
1591,20,F,2023-04-11,basic,,1591@daum.net
1592,20,M,2022-10-01,basic,,1592@naver.com
1593,32,M,2021-09-09,basic,,1593@naver.com
1594,27,M,2025-02-18,basic,,1594@gmail.com
1595,38,M,2020-10-04,standard,2024-02-19,1595@daum.net
1596,39,M,2024-10-29,standard,,1596@gmail.com
1597,37,M,2023-07-05,basic,,1597@naver.com
1598,36,M,2025-05-13,premium,,1598@daum.net
1599,50,F,2019-01-19,standard,,1599@daum.net
1600,23,M,2025-11-16,basic,,1600@daum.net
1601,33,M,2019-01-06,standard,,1601@gmail.com
1602,45,F,2024-01-21,standard,,1602@daum.net
1603,47,F,2024-05-03,standard,,1603@daum.net
1604,20,F,2020-02-25,premium,,1604@gmail.com
1605,31,F,2019-04-02,standard,,1605@gmail.com
1606,48,M,2019-04-05,premium,,1606@daum.net
1607,39,F,2019-12-02,standard,,1607@gmail.com
1608,36,F,2020-01-28,premium,,1608@naver.com
1609,32,F,2025-11-10,standard,,1609@gmail.com
1610,30,F,2020-06-04,standard,,1610@gmail.com
1611,37,M,2024-09-16,standard,,1611@daum.net
1612,31,M,2019-06-09,standard,,1612@gmail.com
1613,34,F,2023-08-22,basic,,1613@daum.net
1614,35,M,2022-03-20,basic,,1614@daum.net
1615,27,M,2022-10-31,basic,,1615@gmail.com
1616,39,M,2024-07-23,basic,,1616@gmail.com
1617,63,M,2020-06-27,premium,,1617@daum.net
1618,18,M,2019-01-12,standard,,1618@naver.com
1619,37,M,2020-07-26,basic,2024-07-23,1619@gmail.com
1620,26,F,2024-09-12,standard,,1620@daum.net
1621,40,M,2023-03-12,basic,,1621@gmail.com
1622,34,M,2025-07-24,premium,,1622@gmail.com
1623,42,M,2024-12-01,premium,,1623@daum.net
1624,46,F,2020-01-29,basic,,1624@gmail.com
1625,36,F,2019-05-30,standard,,1625@naver.com
1626,45,F,2019-02-25,premium,,1626@daum.net
1627,18,F,2020-05-04,standard,,1627@naver.com
1628,50,F,2022-05-26,premium,,1628@naver.com
1629,38,F,2019-02-12,basic,,1629@naver.com
1630,45,F,2025-02-27,basic,,1630@gmail.com
1631,22,M,2022-05-24,standard,,1631@naver.com
1632,26,F,2024-03-23,basic,,1632@daum.net
1633,35,M,2025-03-10,premium,,1633@gmail.com
1634,34,F,2019-03-31,standard,2024-03-25,1634@daum.net
1635,37,M,2022-01-28,basic,,1635@naver.com
1636,45,M,2023-10-10,standard,2024-11-25,1636@naver.com
1637,18,M,2026-01-25,standard,,1637@gmail.com
1638,44,F,2024-10-18,premium,,1638@naver.com
1639,34,F,2020-07-15,basic,,1639@gmail.com
1640,32,M,2020-12-03,standard,,1640@gmail.com
1641,19,M,2024-09-01,basic,,1641@daum.net
1642,39,M,2023-08-20,premium,,1642@gmail.com
1643,18,F,2020-10-08,standard,,1643@naver.com
1644,40,M,2022-07-03,basic,,1644@naver.com
1645,19,M,2019-01-09,standard,2024-05-25,1645@gmail.com
1646,35,F,2020-06-16,standard,,1646@gmail.com
1647,33,F,2021-05-04,standard,,1647@naver.com
1648,46,F,2025-05-23,basic,,1648@naver.com
1649,32,F,2023-10-09,standard,,1649@daum.net
1650,27,F,2020-07-31,premium,,1650@daum.net
1651,29,M,2021-01-13,basic,,1651@gmail.com
1652,47,M,2024-12-16,basic,,1652@gmail.com
1653,39,F,2020-12-26,premium,,1653@gmail.com
1654,30,M,2023-12-23,standard,,1654@naver.com
1655,32,F,2022-07-08,standard,,1655@gmail.com
1656,18,M,2020-07-26,premium,,1656@gmail.com
1657,38,M,2021-08-11,basic,,1657@daum.net
1658,18,M,2024-01-17,standard,,1658@daum.net
1659,42,F,2024-09-08,standard,,1659@daum.net
1660,35,F,2019-03-09,basic,,1660@gmail.com
1661,58,M,2025-06-03,premium,,1661@naver.com
1662,23,M,2020-09-03,standard,,1662@naver.com
1663,33,M,2023-08-08,basic,,1663@gmail.com
1664,52,M,2021-01-09,premium,2025-12-16,1664@naver.com
1665,46,M,2020-11-24,premium,,1665@naver.com
1666,27,F,2025-04-22,standard,,1666@naver.com
1667,36,M,2023-12-21,basic,,1667@daum.net
1668,34,M,2025-06-28,basic,,1668@daum.net
1669,37,M,2019-02-24,standard,2024-09-08,1669@naver.com
1670,27,M,2020-12-02,premium,,1670@daum.net
1671,33,M,2019-05-06,basic,2024-03-24,1671@daum.net
1672,18,F,2022-05-14,standard,,1672@naver.com
1673,35,F,2022-04-10,basic,,1673@gmail.com
1674,39,F,2025-12-17,standard,,1674@daum.net
1675,32,M,2020-08-21,standard,,1675@daum.net
1676,18,F,2023-09-21,basic,,1676@daum.net
1677,44,F,2026-01-19,standard,,1677@gmail.com
1678,38,F,2019-06-30,standard,,1678@naver.com
1679,27,F,2022-02-27,standard,,1679@daum.net
1680,31,M,2021-10-10,premium,2025-03-08,1680@naver.com
1681,19,F,2019-03-10,basic,,1681@daum.net
1682,24,F,2021-12-27,basic,,1682@gmail.com
1683,29,F,2020-10-18,standard,,1683@gmail.com
1684,46,F,2021-03-04,standard,,1684@daum.net
1685,28,F,2020-07-04,basic,,1685@naver.com
1686,40,M,2022-09-08,premium,,1686@naver.com
1687,29,F,2021-10-28,basic,,1687@naver.com
1688,36,F,2024-03-21,basic,,1688@naver.com
1689,33,F,2021-07-04,standard,,1689@daum.net
1690,43,F,2023-11-26,premium,,1690@gmail.com
1691,29,M,2022-09-28,standard,,1691@daum.net
1692,18,M,2021-06-29,basic,,1692@daum.net
1693,20,M,2024-11-02,basic,,1693@naver.com
1694,29,F,2024-03-22,basic,,1694@naver.com
1695,22,F,2022-09-24,standard,,1695@gmail.com
1696,38,F,2022-10-15,standard,,1696@daum.net
1697,29,F,2024-06-01,standard,,1697@naver.com
1698,58,F,2024-06-16,standard,,1698@gmail.com
1699,18,M,2024-01-19,standard,,1699@naver.com
1700,36,F,2019-10-22,basic,2025-10-30,1700@daum.net
1701,23,F,2020-08-18,basic,,1701@gmail.com
1702,29,F,2021-11-14,standard,,1702@gmail.com
1703,35,F,2023-01-30,basic,,1703@daum.net
1704,18,F,2021-10-19,basic,,1704@gmail.com
1705,36,M,2024-11-16,basic,2026-01-16,1705@daum.net
1706,53,F,2021-06-30,standard,,1706@daum.net
1707,29,F,2022-11-10,standard,,1707@daum.net
1708,37,M,2023-12-13,standard,,1708@daum.net
1709,44,M,2021-09-04,standard,,1709@gmail.com
1710,32,M,2022-12-13,standard,,1710@gmail.com
1711,28,M,2024-02-26,basic,,1711@naver.com
1712,18,F,2021-09-26,premium,,1712@naver.com
1713,40,M,2025-11-19,premium,,1713@daum.net
1714,33,M,2022-10-21,standard,,1714@daum.net
1715,24,F,2024-07-29,basic,2025-08-22,1715@naver.com
1716,35,M,2023-12-30,standard,2024-11-29,1716@daum.net
1717,28,F,2024-10-10,basic,,1717@naver.com
1718,29,M,2023-10-15,basic,,1718@naver.com
1719,40,M,2022-10-27,premium,,1719@naver.com
1720,21,F,2024-05-24,basic,2025-06-11,1720@naver.com
1721,44,F,2022-04-23,basic,2025-02-18,1721@gmail.com
1722,20,F,2025-01-14,standard,,1722@daum.net
1723,27,F,2022-07-23,standard,2024-09-11,1723@naver.com
1724,53,M,2024-03-30,standard,,1724@daum.net
1725,45,F,2020-06-19,basic,,1725@naver.com
1726,35,M,2020-04-11,standard,2024-02-02,1726@daum.net
1727,25,M,2023-01-02,basic,,1727@daum.net
1728,29,M,2025-01-01,premium,,1728@naver.com
1729,35,F,2024-03-15,basic,2025-07-15,1729@naver.com
1730,34,M,2021-05-09,basic,,1730@gmail.com
1731,33,M,2025-01-25,standard,,1731@daum.net
1732,34,M,2023-09-21,basic,,1732@daum.net
1733,32,F,2022-12-12,standard,,1733@daum.net
1734,20,M,2026-01-10,basic,,1734@daum.net
1735,29,M,2024-07-11,standard,2024-11-29,1735@daum.net
1736,43,M,2021-02-02,basic,,1736@daum.net
1737,20,F,2019-06-18,standard,,1737@naver.com
1738,32,M,2020-11-30,basic,,1738@gmail.com
1739,26,F,2020-04-02,basic,,1739@gmail.com
1740,35,M,2020-04-16,basic,,1740@gmail.com
1741,30,M,2022-09-15,standard,,1741@naver.com
1742,49,M,2025-12-23,standard,,1742@daum.net
1743,39,M,2023-08-09,basic,,1743@naver.com
1744,21,M,2022-01-10,basic,,1744@gmail.com
1745,41,M,2020-10-04,basic,,1745@gmail.com
1746,26,F,2024-07-23,basic,,1746@daum.net
1747,28,M,2022-11-22,standard,,1747@daum.net
1748,37,M,2019-05-08,standard,,1748@naver.com
1749,29,M,2022-04-22,premium,,1749@daum.net
1750,43,M,2020-04-12,standard,,1750@daum.net
1751,26,M,2022-07-13,basic,,1751@daum.net
1752,28,M,2019-06-13,basic,2024-09-17,1752@daum.net
1753,27,M,2020-07-06,basic,,1753@naver.com
1754,28,M,2024-10-13,basic,,1754@naver.com
1755,45,F,2020-03-13,standard,,1755@naver.com
1756,40,F,2019-10-03,basic,,1756@gmail.com
1757,51,F,2020-07-26,basic,2024-06-25,1757@naver.com
1758,57,M,2025-07-18,basic,,1758@naver.com
1759,24,F,2025-09-21,standard,,1759@naver.com
1760,35,M,2023-09-16,basic,,1760@naver.com
1761,22,M,2024-07-14,premium,,1761@naver.com
1762,26,F,2025-06-13,standard,,1762@naver.com
1763,28,M,2021-02-05,basic,,1763@gmail.com
1764,23,M,2021-11-24,standard,,1764@naver.com
1765,23,F,2019-03-14,standard,2025-06-13,siyoung8kim@gmail.com
1766,33,F,2022-09-23,standard,,1766@daum.net
1767,22,M,2025-07-25,standard,,1767@naver.com
1768,42,M,2019-03-13,basic,,1768@naver.com
1769,25,M,2024-01-17,basic,,1769@gmail.com
1770,62,F,2022-04-21,basic,,1770@gmail.com
1771,29,M,2025-11-04,standard,,1771@naver.com
1772,35,M,2023-03-10,standard,,1772@naver.com
1773,21,M,2021-11-15,standard,,1773@naver.com
1774,51,F,2019-09-18,premium,,1774@naver.com
1775,45,F,2022-12-23,standard,,1775@daum.net
1776,37,M,2025-12-16,premium,,1776@gmail.com
